Date,World,Transaction,Change,NewPremiumPoints,MoreInformation
"Jan 13, 2026 19:34","World 153","Points redeemed",-10,8553,"Construction time reduction - en153 - Headquarters (level 16)"
"Jan 13, 2026 19:34","World 153","Points redeemed",-10,8563,"Construction time reduction - en153 - Headquarters (level 17)"
"Jan 13, 2026 19:34","World 153","Points redeemed",-10,8573,"Construction time reduction - en153 - Headquarters (level 18)"
"Jan 13, 2026 19:32","World 153","Premium Exchange",-148,8583,"Premium Exchange: Iron purchased (10040)"
"Jan 13, 2026 19:32","World 153","Premium Exchange",-420,8731,"Premium Exchange: Clay purchased (30023)"
"Jan 13, 2026 19:32","World 153","Premium Exchange",-400,9151,"Premium Exchange: Wood purchased (30055)"
"Jan 13, 2026 18:42","World 153","Points redeemed",-10,9551,"Construction time reduction - en153 - Warehouse (level 21)"
"Jan 13, 2026 18:42","World 153","Points redeemed",-10,9561,"Instant completion - Clay pit (level 28)"
"Jan 13, 2026 18:42","World 153","Points redeemed",-10,9571,"Construction time reduction - en153 - Clay pit (level 28)"
"Jan 13, 2026 18:42","World 153","Points redeemed",-10,9581,"Construction time reduction - en153 - Clay pit (level 28)"
"Jan 13, 2026 18:42","World 153","Points redeemed",-10,9591,"Construction time reduction - en153 - Clay pit (level 28)"
"Jan 13, 2026 18:42","World 153","Premium Exchange",-208,9601,"Premium Exchange: Wood purchased (14016)"
"Jan 13, 2026 18:42","World 153","Premium Exchange",-19,9809,"Premium Exchange: Clay purchased (1232)"
"Jan 13, 2026 18:42","World 153","Premium Exchange",-122,9828,"Premium Exchange: Clay purchased (8050)"
"Jan 13, 2026 18:42","World 153","Premium Exchange",-18,9950,"Premium Exchange: Clay purchased (1208)"
"Jan 13, 2026 18:39","World 153","Premium Exchange",-205,9968,"Premium Exchange: Wood purchased (14031)"
"Jan 13, 2026 18:38","World 153","Points redeemed",-10,10173,"Construction time reduction - en153 - Clay pit (level 28)"
"Jan 13, 2026 18:38","World 153","Points redeemed",-10,10183,"Construction time reduction - en153 - Warehouse (level 21)"
"Jan 13, 2026 17:36","World 153","Points redeemed",-10,10193,"Construction time reduction - en153 - Clay pit (level 28)"
"Jan 13, 2026 17:36","World 153","Points redeemed",-10,10203,"Construction time reduction - en153 - Clay pit (level 28)"
"Jan 13, 2026 17:36","World 153","Points redeemed",-30,10213,"Reduce the construction cost -  - Clay pit (level 28)"
"Jan 13, 2026 16:36","World 153","Points redeemed",-10,10243,"Construction time reduction - en153 - Timber camp (level 28)"
"Jan 13, 2026 16:36","World 153","Points redeemed",-10,10253,"Construction time reduction - en153 - Iron mine (level 23)"
"Jan 13, 2026 16:36","World 153","Premium Exchange",-117,10263,"Premium Exchange: Clay purchased (8065)"
"Jan 13, 2026 16:36","World 153","Premium Exchange",-143,10380,"Premium Exchange: Wood purchased (11021)"
"Jan 13, 2026 16:31","World 153","Premium Exchange",-291,10523,"Premium Exchange: Clay purchased (20034)"
"Jan 13, 2026 16:31","World 153","Points redeemed",-10,10814,"Construction time reduction - en153 - Timber camp (level 28)"
"Jan 13, 2026 16:31","World 153","Points redeemed",-10,10824,"Construction time reduction - en153 - Timber camp (level 28)"
"Jan 13, 2026 16:31","World 153","Points redeemed",-30,10834,"Reduce the construction cost -  - Timber camp (level 28)"
"Jan 13, 2026 16:05","World 153","Premium Exchange",-140,10864,"Premium Exchange: Iron purchased (12017)"
"Jan 13, 2026 16:05","World 153","Premium Exchange",-229,11004,"Premium Exchange: Clay purchased (18024)"
"Jan 13, 2026 16:04","World 153","Premium Exchange",-208,11233,"Premium Exchange: Wood purchased (18055)"
"Jan 13, 2026 15:41","World 153","Points redeemed",-10,11441,"Construction time reduction - en153 - Iron mine (level 23)"
"Jan 13, 2026 15:41","World 153","Points redeemed",-10,11451,"Construction time reduction - en153 - Iron mine (level 23)"
"Jan 13, 2026 15:41","World 153","Points redeemed",-30,11461,"Reduce the construction cost -  - Iron mine (level 23)"
"Jan 13, 2026 15:34","World 153","Points redeemed",-10,11491,"Construction time reduction - en153 - Warehouse (level 20)"
"Jan 13, 2026 15:34","World 153","Points redeemed",-10,11501,"Construction time reduction - en153 - Iron mine (level 22)"
"Jan 13, 2026 15:12","World 153","Premium Exchange",-154,11511,"Premium Exchange: Iron purchased (12007)"
"Jan 13, 2026 15:11","World 153","Premium Exchange",-214,11665,"Premium Exchange: Clay purchased (15029)"
"Jan 13, 2026 15:11","World 153","Premium Exchange",-204,11879,"Premium Exchange: Wood purchased (16043)"
"Jan 13, 2026 15:08","World 153","Transfer",8000,12083,"from: Casto"
"Jan 13, 2026 14:47","World 153","Premium Exchange",-49,4083,"Premium Exchange: Wood purchased (4033)"
"Jan 13, 2026 14:47","World 153","Premium Exchange",-46,4132,"Premium Exchange: Clay purchased (4032)"
"Jan 13, 2026 14:47","World 153","Premium Exchange",-46,4178,"Premium Exchange: Iron purchased (4070)"
"Jan 13, 2026 14:46","World 153","Points redeemed",-10,4224,"Construction time reduction - en153 - Iron mine (level 22)"
"Jan 13, 2026 14:46","World 153","Points redeemed",-10,4234,"Construction time reduction - en153 - Iron mine (level 22)"
"Jan 13, 2026 14:46","World 153","Points redeemed",-30,4244,"Reduce the construction cost -  - Iron mine (level 22)"
"Jan 13, 2026 14:45","World 153","Points redeemed",-10,4274,"Construction time reduction - en153 - Clay pit (level 27)"
"Jan 13, 2026 14:38","World 153","Premium Exchange",-83,4284,"Premium Exchange: Clay purchased (6056)"
"Jan 13, 2026 14:38","World 153","Premium Exchange",-139,4367,"Premium Exchange: Wood purchased (10032)"
"Jan 13, 2026 14:09","World 153","Premium Exchange",-10,4506,"Premium Exchange: Wood purchased (649)"
"Jan 13, 2026 14:08","World 153","Premium Exchange",-61,4516,"Premium Exchange: Iron purchased (4010)"
"Jan 13, 2026 14:00","World 153","Points redeemed",-10,4577,"Construction time reduction - en153 - Clay pit (level 27)"
"Jan 13, 2026 14:00","World 153","Points redeemed",-10,4587,"Construction time reduction - en153 - Warehouse (level 20)"
"Jan 13, 2026 14:00","World 153","Points redeemed",-10,4597,"Construction time reduction - en153 - Clay pit (level 27)"
"Jan 13, 2026 14:00","World 153","Points redeemed",-10,4607,"Construction time reduction - en153 - Clay pit (level 27)"
"Jan 13, 2026 14:00","World 153","Points redeemed",-30,4617,"Reduce the construction cost -  - Clay pit (level 27)"
"Jan 13, 2026 12:48","World 153","Points redeemed",-10,4647,"Construction time reduction - en153 - Timber camp (level 27)"
"Jan 13, 2026 12:48","World 153","Points redeemed",-10,4657,"Construction time reduction - en153 - Farm (level 20)"
"Jan 13, 2026 12:38","World 153","Premium Exchange",-140,4667,"Premium Exchange: Clay purchased (12060)"
"Jan 13, 2026 12:12","World 153","Points redeemed",-10,4807,"Construction time reduction - en153 - Farm (level 20)"
"Jan 13, 2026 12:07","World 153","Points redeemed",-10,4817,"Construction time reduction - en153 - Warehouse (level 19)"
"Jan 13, 2026 12:07","World 153","Points redeemed",-10,4827,"Construction time reduction - en153 - Warehouse (level 19)"
"Jan 13, 2026 12:07","World 153","Points redeemed",-10,4837,"Construction time reduction - en153 - Clay pit (level 26)"
"Jan 13, 2026 12:07","World 153","Premium Exchange",-174,4847,"Premium Exchange: Wood purchased (14010)"
"Jan 13, 2026 12:07","World 153","Points redeemed",-10,5021,"Construction time reduction - en153 - Timber camp (level 27)"
"Jan 13, 2026 11:33","World 153","Premium Exchange",-54,5031,"Premium Exchange: Clay purchased (4021)"
"Jan 13, 2026 11:33","World 153","Premium Exchange",-98,5085,"Premium Exchange: Wood purchased (8076)"
"Jan 13, 2026 11:33","World 153","Premium Exchange",-130,5183,"Premium Exchange: Clay purchased (10002)"
"Jan 13, 2026 11:33","World 153","Points redeemed",-10,5313,"Construction time reduction - en153 - Timber camp (level 27)"
"Jan 13, 2026 11:33","World 153","Points redeemed",-30,5323,"Reduce the construction cost -  - Timber camp (level 27)"
"Jan 13, 2026 10:59","World 153","Points redeemed",-10,5353,"Construction time reduction - en153 - Clay pit (level 26)"
"Jan 13, 2026 10:58","World 153","Points redeemed",-10,5363,"Construction time reduction - en153 - Clay pit (level 26)"
"Jan 13, 2026 10:58","World 153","Points redeemed",-30,5373,"Reduce the construction cost -  - Clay pit (level 26)"
"Jan 13, 2026 10:37","World 153","Points redeemed",-10,5403,"Construction time reduction - en153 - Headquarters (level 15)"
"Jan 13, 2026 10:24","World 153","Points redeemed",-10,5413,"Construction time reduction - en153 - Timber camp (level 26)"
"Jan 13, 2026 10:24","World 153","Points redeemed",-10,5423,"Construction time reduction - en153 - Clay pit (level 25)"
"Jan 13, 2026 10:24","World 153","Points redeemed",-10,5433,"Construction time reduction - en153 - Clay pit (level 24)"
"Jan 13, 2026 10:17","World 153","Points redeemed",-10,5443,"Construction time reduction - en153 - Clay pit (level 24)"
"Jan 13, 2026 10:17","World 153","Points redeemed",-10,5453,"Construction time reduction - en153 - Clay pit (level 25)"
"Jan 13, 2026 10:17","World 153","Points redeemed",-10,5463,"Construction time reduction - en153 - Timber camp (level 26)"
"Jan 13, 2026 10:17","World 153","Points redeemed",-10,5473,"Construction time reduction - en153 - Clay pit (level 25)"
"Jan 13, 2026 10:17","World 153","Points redeemed",-10,5483,"Construction time reduction - en153 - Timber camp (level 26)"
"Jan 13, 2026 10:16","World 153","Premium Exchange",-136,5493,"Premium Exchange: Iron purchased (10019)"
"Jan 13, 2026 10:16","World 153","Premium Exchange",-159,5629,"Premium Exchange: Wood purchased (12008)"
"Jan 13, 2026 10:16","World 153","Premium Exchange",-141,5788,"Premium Exchange: Clay purchased (10007)"
"Jan 13, 2026 10:01","World 153","Points redeemed",-10,5929,"Construction time reduction - en153 - Timber camp (level 26)"
"Jan 13, 2026 10:00","World 153","Points redeemed",-10,5939,"Construction time reduction - en153 - Clay pit (level 25)"
"Jan 13, 2026 09:53","World 153","Premium Exchange",-28,5949,"Premium Exchange: Clay purchased (1821)"
"Jan 13, 2026 09:53","World 153","Premium Exchange",-91,5977,"Premium Exchange: Clay purchased (6017)"
"Jan 13, 2026 09:52","World 153","Premium Exchange",-39,6068,"Premium Exchange: Clay purchased (2539)"
"Jan 13, 2026 09:52","World 153","Premium Exchange",-51,6107,"Premium Exchange: Iron purchased (4017)"
"Jan 13, 2026 09:52","World 153","Premium Exchange",-113,6158,"Premium Exchange: Wood purchased (8010)"
"Jan 13, 2026 09:51","World 153","Premium Exchange",-99,6271,"Premium Exchange: Iron purchased (8051)"
"Jan 13, 2026 09:51","World 153","Premium Exchange",-101,6370,"Premium Exchange: Clay purchased (7047)"
"Jan 13, 2026 09:51","World 153","Premium Exchange",-100,6471,"Premium Exchange: Wood purchased (8044)"
"Jan 13, 2026 09:51","World 153","Premium Exchange",-100,6571,"Premium Exchange: Clay purchased (7047)"
"Jan 13, 2026 09:50","World 153","Points redeemed",-10,6671,"Construction time reduction - en153 - Timber camp (level 26)"
"Jan 13, 2026 09:50","World 153","Points redeemed",-30,6681,"Reduce the construction cost -  - Timber camp (level 26)"
"Jan 13, 2026 08:44","World 153","Premium Exchange",-106,6711,"Premium Exchange: Clay purchased (7041)"
"Jan 13, 2026 08:43","World 153","Premium Exchange",-100,6817,"Premium Exchange: Wood purchased (7067)"
"Jan 13, 2026 08:00","World 153","Points redeemed",-10,6917,"Construction time reduction - en153 - Clay pit (level 25)"
"Jan 13, 2026 08:00","World 153","Points redeemed",-10,6927,"Construction time reduction - en153 - Clay pit (level 24)"
"Jan 13, 2026 08:00","World 153","Points redeemed",-30,6937,"Reduce the construction cost -  - Clay pit (level 25)"
"Jan 13, 2026 07:53","World 153","Premium Exchange",-58,6967,"Premium Exchange: Clay purchased (4001)"
"Jan 13, 2026 07:53","World 153","Premium Exchange",-59,7025,"Premium Exchange: Wood purchased (4057)"
"Jan 13, 2026 07:53","World 153","Premium Exchange",-71,7084,"Premium Exchange: Clay purchased (5003)"
"Jan 13, 2026 07:53","World 153","Premium Exchange",-61,7155,"Premium Exchange: Iron purchased (4053)"
"Jan 13, 2026 07:53","World 153","Premium Exchange",-56,7216,"Premium Exchange: Clay purchased (4034)"
"Jan 13, 2026 07:53","World 153","Premium Exchange",-58,7272,"Premium Exchange: Wood purchased (4067)"
"Jan 13, 2026 07:43","World 147","Points redeemed",-30,7330,"Reduce the construction cost -  - Farm (level 29)"
"Jan 13, 2026 06:51","World 153","Points redeemed",-30,7360,"Reduce the construction cost -  - Clay pit (level 24)"
"Jan 13, 2026 06:51","World 153","Premium Exchange",-92,7390,"Premium Exchange: Iron purchased (7004)"
"Jan 13, 2026 06:50","World 153","Premium Exchange",-94,7482,"Premium Exchange: Wood purchased (7016)"
"Jan 13, 2026 06:50","World 153","Premium Exchange",-98,7576,"Premium Exchange: Clay purchased (7013)"
"Jan 13, 2026 05:30","World 153","Points redeemed",-10,7674,"Instant completion - Barracks (level 13)"
"Jan 13, 2026 05:30","World 153","Points redeemed",-10,7684,"Construction time reduction - en153 - Barracks (level 13)"
"Jan 13, 2026 05:29","World 153","Points redeemed",-10,7694,"Construction time reduction - en153 - Barracks (level 13)"
"Jan 13, 2026 05:29","World 153","Premium Exchange",-61,7704,"Premium Exchange: Clay purchased (4011)"
"Jan 13, 2026 05:29","World 153","Premium Exchange",-144,7765,"Premium Exchange: Wood purchased (10002)"
"Jan 13, 2026 05:29","World 153","Premium Exchange",-148,7909,"Premium Exchange: Iron purchased (10064)"
"Jan 13, 2026 05:28","World 153","Points redeemed",-10,8057,"Construction time reduction - en153 - Iron mine (level 21)"
"Jan 13, 2026 04:57","World 153","Points redeemed",-10,8067,"Construction time reduction - en153 - Stable (level 8)"
"Jan 13, 2026 04:57","World 153","Points redeemed",-10,8077,"Construction time reduction - en153 - Stable (level 9)"
"Jan 13, 2026 04:57","World 153","Points redeemed",-10,8087,"Construction time reduction - en153 - Stable (level 10)"
"Jan 13, 2026 04:57","World 153","Points redeemed",-10,8097,"Construction time reduction - en153 - Stable (level 8)"
"Jan 13, 2026 04:57","World 153","Points redeemed",-10,8107,"Construction time reduction - en153 - Stable (level 9)"
"Jan 13, 2026 04:57","World 153","Points redeemed",-10,8117,"Construction time reduction - en153 - Stable (level 10)"
"Jan 13, 2026 03:25","World 153","Points redeemed",-10,8127,"Construction time reduction - en153 - Barracks (level 12)"
"Jan 13, 2026 03:25","World 153","Points redeemed",-10,8137,"Construction time reduction - en153 - Barracks (level 13)"
"Jan 13, 2026 03:24","World 153","Points redeemed",-10,8147,"Instant completion - Barracks (level 10)"
"Jan 13, 2026 02:45","World 153","Points redeemed",-10,8157,"Construction time reduction - en153 - Barracks (level 10)"
"Jan 13, 2026 02:45","World 153","Points redeemed",-10,8167,"Construction time reduction - en153 - Barracks (level 11)"
"Jan 13, 2026 02:45","World 153","Points redeemed",-10,8177,"Construction time reduction - en153 - Timber camp (level 25)"
"Jan 13, 2026 02:45","World 153","Points redeemed",-10,8187,"Construction time reduction - en153 - Farm (level 19)"
"Jan 13, 2026 02:45","World 153","Points redeemed",-10,8197,"Construction time reduction - en153 - Farm (level 19)"
"Jan 13, 2026 02:28","World 153","Points redeemed",-10,8207,"Construction time reduction - en153 - Timber camp (level 25)"
"Jan 13, 2026 02:28","World 153","Points redeemed",-10,8217,"Construction time reduction - en153 - Warehouse (level 18)"
"Jan 13, 2026 02:28","World 153","Points redeemed",-10,8227,"Construction time reduction - en153 - Warehouse (level 18)"
"Jan 12, 2026 23:57","World 153","Points redeemed",-10,8237,"Construction time reduction - en153 - Timber camp (level 25)"
"Jan 12, 2026 23:57","World 153","Points redeemed",-10,8247,"Construction time reduction - en153 - Iron mine (level 20)"
"Jan 12, 2026 23:57","World 153","Points redeemed",-10,8257,"Construction time reduction - en153 - Farm (level 18)"
"Jan 12, 2026 23:45","World 153","Premium Exchange",-16,8267,"Premium Exchange: Clay purchased (1038)"
"Jan 12, 2026 23:45","World 153","Premium Exchange",-28,8283,"Premium Exchange: Iron purchased (1815)"
"Jan 12, 2026 23:16","World 153","Premium Exchange",-3,8311,"Premium Exchange: Clay purchased (194)"
"Jan 12, 2026 23:16","World 153","Premium Exchange",-2,8314,"Premium Exchange: Wood purchased (129)"
"Jan 12, 2026 23:16","World 153","Premium Exchange",-1,8316,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 23:16","World 153","Premium Exchange",-3,8317,"Premium Exchange: Clay purchased (194)"
"Jan 12, 2026 23:16","World 153","Premium Exchange",-37,8320,"Premium Exchange: Wood purchased (2408)"
"Jan 12, 2026 23:11","World 153","Premium Exchange",-2,8357,"Premium Exchange: Wood purchased (129)"
"Jan 12, 2026 23:10","World 153","Premium Exchange",-3,8359,"Premium Exchange: Clay purchased (192)"
"Jan 12, 2026 23:10","World 153","Premium Exchange",-10,8362,"Premium Exchange: Clay purchased (648)"
"Jan 12, 2026 23:10","World 153","Premium Exchange",-2,8372,"Premium Exchange: Clay purchased (129)"
"Jan 12, 2026 23:09","World 153","Premium Exchange",-1,8374,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 23:09","World 153","Premium Exchange",-10,8375,"Premium Exchange: Clay purchased (648)"
"Jan 12, 2026 23:09","World 153","Premium Exchange",-31,8385,"Premium Exchange: Clay purchased (2017)"
"Jan 12, 2026 23:01","World 153","Premium Exchange",-5,8416,"Premium Exchange: Wood purchased (323)"
"Jan 12, 2026 23:01","World 153","Premium Exchange",-19,8421,"Premium Exchange: Wood purchased (1235)"
"Jan 12, 2026 22:59","World 153","Points redeemed",-30,8440,"Reduce the construction cost -  - Clay pit (level 24)"
"Jan 12, 2026 22:58","World 153","Premium Exchange",-3,8470,"Premium Exchange: Wood purchased (194)"
"Jan 12, 2026 22:58","World 153","Premium Exchange",-37,8473,"Premium Exchange: Clay purchased (2424)"
"Jan 12, 2026 22:47","World 153","Points redeemed",-10,8510,"Construction time reduction - en153 - Timber camp (level 25)"
"Jan 12, 2026 22:46","World 153","Points redeemed",-30,8520,"Reduce the construction cost -  - Timber camp (level 25)"
"Jan 12, 2026 22:37","World 153","Points redeemed",-10,8550,"Construction time reduction - en153 - Warehouse (level 17)"
"Jan 12, 2026 22:25","World 153","Points redeemed",-10,8560,"Construction time reduction - en153 - Warehouse (level 17)"
"Jan 12, 2026 22:25","World 153","Points redeemed",-10,8570,"Construction time reduction - en153 - Warehouse (level 17)"
"Jan 12, 2026 21:54","World 153","Premium Exchange",-2,8580,"Premium Exchange: Iron purchased (129)"
"Jan 12, 2026 21:54","World 153","Premium Exchange",-3,8582,"Premium Exchange: Clay purchased (194)"
"Jan 12, 2026 21:54","World 153","Premium Exchange",-4,8585,"Premium Exchange: Wood purchased (259)"
"Jan 12, 2026 21:53","World 153","Premium Exchange",-1,8589,"Premium Exchange: Iron purchased (64)"
"Jan 12, 2026 21:53","World 153","Premium Exchange",-1,8590,"Premium Exchange: Clay purchased (64)"
"Jan 12, 2026 21:52","World 153","Premium Exchange",-4,8591,"Premium Exchange: Wood purchased (250)"
"Jan 12, 2026 21:52","World 153","Premium Exchange",-55,8595,"Premium Exchange: Iron purchased (3619)"
"Jan 12, 2026 21:51","World 153","Premium Exchange",-55,8650,"Premium Exchange: Clay purchased (3648)"
"Jan 12, 2026 21:51","World 153","Premium Exchange",-73,8705,"Premium Exchange: Wood purchased (4804)"
"Jan 12, 2026 21:51","World 153","Premium Exchange",-10,8778,"Premium Exchange: Wood purchased (667)"
"Jan 12, 2026 21:51","World 153","Premium Exchange",-19,8788,"Premium Exchange: Iron purchased (1233)"
"Jan 12, 2026 21:51","World 153","Premium Exchange",-28,8807,"Premium Exchange: Wood purchased (1821)"
"Jan 12, 2026 21:51","World 153","Premium Exchange",-10,8835,"Premium Exchange: Clay purchased (648)"
"Jan 12, 2026 21:50","World 153","Premium Exchange",-11,8845,"Premium Exchange: Iron purchased (714)"
"Jan 12, 2026 21:48","World 153","Premium Exchange",-55,8856,"Premium Exchange: Iron purchased (3605)"
"Jan 12, 2026 21:47","World 153","Premium Exchange",-13,8911,"Premium Exchange: Wood purchased (844)"
"Jan 12, 2026 21:44","World 153","Premium Exchange",-1,8924,"Premium Exchange: Iron purchased (64)"
"Jan 12, 2026 21:44","World 153","Premium Exchange",-1,8925,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 21:43","World 153","Premium Exchange",-1,8926,"Premium Exchange: Iron purchased (64)"
"Jan 12, 2026 21:42","World 153","Premium Exchange",-7,8927,"Premium Exchange: Clay purchased (453)"
"Jan 12, 2026 21:42","World 153","Premium Exchange",-1,8934,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 21:36","World 153","Premium Exchange",-4,8935,"Premium Exchange: Wood purchased (259)"
"Jan 12, 2026 21:36","World 153","Premium Exchange",-43,8939,"Premium Exchange: Iron purchased (2805)"
"Jan 12, 2026 21:36","World 153","Premium Exchange",-59,8982,"Premium Exchange: Clay purchased (3859)"
"Jan 12, 2026 21:36","World 153","Premium Exchange",-43,9041,"Premium Exchange: Wood purchased (2806)"
"Jan 12, 2026 21:35","World 153","Premium Exchange",-2,9084,"Premium Exchange: Iron purchased (129)"
"Jan 12, 2026 21:35","World 153","Premium Exchange",-17,9086,"Premium Exchange: Clay purchased (1103)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-14,9103,"Premium Exchange: Iron purchased (908)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-3,9117,"Premium Exchange: Iron purchased (195)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-6,9120,"Premium Exchange: Wood purchased (378)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-43,9126,"Premium Exchange: Iron purchased (2804)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-39,9169,"Premium Exchange: Clay purchased (2541)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-37,9208,"Premium Exchange: Wood purchased (2414)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-1,9245,"Premium Exchange: Iron purchased (64)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-1,9246,"Premium Exchange: Clay purchased (64)"
"Jan 12, 2026 21:34","World 153","Premium Exchange",-1,9247,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 21:33","World 153","Points redeemed",-10,9248,"Construction time reduction - en153 - Timber camp (level 24)"
"Jan 12, 2026 21:33","World 153","Points redeemed",-10,9258,"Construction time reduction - en153 - Clay pit (level 23)"
"Jan 12, 2026 21:33","World 153","Premium Exchange",-10,9268,"Premium Exchange: Clay purchased (648)"
"Jan 12, 2026 21:29","World 153","Points redeemed",-10,9278,"Construction time reduction - en153 - Clay pit (level 23)"
"Jan 12, 2026 21:29","World 153","Points redeemed",-10,9288,"Construction time reduction - en153 - Timber camp (level 24)"
"Jan 12, 2026 21:28","World 153","Points redeemed",-30,9298,"Reduce the construction cost -  - Timber camp (level 24)"
"Jan 12, 2026 21:17","World 147","Points redeemed",-200,9328,"Beast of the Black Mountain Stamina - 24"
"Jan 12, 2026 21:14","World 153","Premium Exchange",-8,9528,"Premium Exchange: Clay purchased (518)"
"Jan 12, 2026 21:14","World 153","Premium Exchange",-36,9536,"Premium Exchange: Clay purchased (2412)"
"Jan 12, 2026 21:09","World 153","Premium Exchange",-37,9572,"Premium Exchange: Iron purchased (2451)"
"Jan 12, 2026 21:09","World 153","Premium Exchange",-37,9609,"Premium Exchange: Clay purchased (2418)"
"Jan 12, 2026 21:08","World 153","Premium Exchange",-28,9646,"Premium Exchange: Wood purchased (1833)"
"Jan 12, 2026 21:08","World 153","Premium Exchange",-37,9674,"Premium Exchange: Clay purchased (2447)"
"Jan 12, 2026 21:08","World 153","Premium Exchange",-28,9711,"Premium Exchange: Wood purchased (1822)"
"Jan 12, 2026 21:08","World 153","Premium Exchange",-46,9739,"Premium Exchange: Iron purchased (3054)"
"Jan 12, 2026 21:08","World 153","Premium Exchange",-28,9785,"Premium Exchange: Wood purchased (1821)"
"Jan 12, 2026 21:08","World 153","Premium Exchange",-46,9813,"Premium Exchange: Clay purchased (3025)"
"Jan 12, 2026 19:43","World 153","Points redeemed",-10,9859,"Construction time reduction - en153 - Timber camp (level 23)"
"Jan 12, 2026 19:06","World 153","Points redeemed",-30,9869,"Reduce the construction cost -  - Clay pit (level 23)"
"Jan 12, 2026 17:05","World 153","Points redeemed",-30,9899,"Reduce the construction cost -  - Timber camp (level 23)"
"Jan 12, 2026 15:59","World 153","Premium Exchange",-1,9929,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 15:27","World 153","Points redeemed",-10,9930,"Construction time reduction - en153 - Clay pit (level 22)"
"Jan 12, 2026 15:25","World 153","Points redeemed",-10,9940,"Construction time reduction - en153 - Clay pit (level 22)"
"Jan 12, 2026 15:25","World 153","Points redeemed",-30,9950,"Reduce the construction cost -  - Clay pit (level 22)"
"Jan 12, 2026 14:54","World 153","Premium Exchange",-1,9980,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 14:53","World 153","Points redeemed",-10,9981,"Construction time reduction - en153 - Iron mine (level 19)"
"Jan 12, 2026 14:53","World 153","Points redeemed",-10,9991,"Construction time reduction - en153 - Timber camp (level 22)"
"Jan 12, 2026 14:53","World 153","Points redeemed",-10,10001,"Construction time reduction - en153 - Clay pit (level 21)"
"Jan 12, 2026 13:40","World 153","Premium Exchange",-1,10011,"Premium Exchange: Clay purchased (64)"
"Jan 12, 2026 13:07","World 153","Premium Exchange",-1,10012,"Premium Exchange: Clay purchased (62)"
"Jan 12, 2026 13:06","World 153","Premium Exchange",-1,10013,"Premium Exchange: Clay purchased (64)"
"Jan 12, 2026 12:58","World 153","Premium Exchange",-1,10014,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 12:56","World 153","Premium Exchange",-1,10015,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 12:56","World 153","Premium Exchange",-4,10016,"Premium Exchange: Clay purchased (259)"
"Jan 12, 2026 12:56","World 153","Premium Exchange",-11,10020,"Premium Exchange: Clay purchased (714)"
"Jan 12, 2026 12:40","World 153","Premium Exchange",-1,10031,"Premium Exchange: Wood purchased (63)"
"Jan 12, 2026 12:33","World 153","Premium Exchange",-2,10032,"Premium Exchange: Clay purchased (126)"
"Jan 12, 2026 12:32","World 153","Premium Exchange",-2,10034,"Premium Exchange: Wood purchased (129)"
"Jan 12, 2026 12:28","World 153","Premium Exchange",-1,10036,"Premium Exchange: Clay purchased (64)"
"Jan 12, 2026 12:17","World 153","Premium Exchange",-1,10037,"Premium Exchange: Clay purchased (64)"
"Jan 12, 2026 12:17","World 153","Premium Exchange",-4,10038,"Premium Exchange: Wood purchased (259)"
"Jan 12, 2026 12:16","World 153","Premium Exchange",-19,10042,"Premium Exchange: Iron purchased (1240)"
"Jan 12, 2026 12:00","World 153","Points redeemed",-10,10061,"Construction time reduction - en153 - Timber camp (level 22)"
"Jan 12, 2026 12:00","World 153","Points redeemed",-10,10071,"Construction time reduction - en153 - Clay pit (level 21)"
"Jan 12, 2026 12:00","World 153","Points redeemed",-10,10081,"Construction time reduction - en153 - Farm (level 17)"
"Jan 12, 2026 11:21","World 153","Points redeemed",-30,10091,"Reduce the construction cost -  - Timber camp (level 22)"
"Jan 12, 2026 11:07","World 153","Premium Exchange",-2,10121,"Premium Exchange: Wood purchased (129)"
"Jan 12, 2026 10:52","World 153","Premium Exchange",-1,10123,"Premium Exchange: Wood purchased (63)"
"Jan 12, 2026 10:51","World 153","Premium Exchange",-1,10124,"Premium Exchange: Wood purchased (64)"
"Jan 12, 2026 10:49","World 153","Premium Exchange",-4,10125,"Premium Exchange: Wood purchased (251)"
"Jan 12, 2026 10:41","World 153","Premium Exchange",-19,10129,"Premium Exchange: Iron purchased (1240)"
"Jan 12, 2026 10:40","World 153","Premium Exchange",-28,10148,"Premium Exchange: Clay purchased (1826)"
